,,,,,,,,,,,
Leslie García,,,,,,,,,1,,1
Lekaros,1,,,,,,,,,,1
Laura Silva,,,,,,1,,,,,1
Krishna Contreras,,,,,,,,1,,,1
Krishna Carmona,,,,,,,,1,,,1
Kissy Cortés,,,,,1,,,,,,1
Kirlye Navarro,,,,,,,,1,,,1
Kim Díaz,,1,,,,,,,,,1
Keyla Ossandón,,1,,,,,,,,,1
Katherine Peña,,,,1,,,,,,,1
Katherine Pedraza,,,,,1,,,,,,1
Katherine Ojeda,,,,,1,,,,,,1
Katherine Cisternas,1,,,,,,,,,,1
Karla Traslaviña,,,,1,,,,,,,1
Karina Zambra,,,,1,,,,,,,1
Karen Urrutia,,,1,,,,,,,,1
Josefa Moya,,,,,,,,1,,,1
Josefa Curilen,,,,1,,,,,,,1
Jeanette Tobar,,,,,,1,,,,,1
Javiera Tapia,1,,,,,,,,,,1
Javiera Raipán,,1,,,,,,,,,1
Javiera Monsalves,1,,,,,,,,,,1
Javiera Carrasco,,,,1,,,,,,,1
Javiera Arancibia,,,,,,,,,1,,1
Jacqueline Miranda,,1,,,,,,,,,1
Ivett Campos,,,,,,,1,,,,1
Isidora Toro,,,,,,,,1,,,1
Isidora Sepúlveda,,,,,,,,,1,,1
Ignacia Durán,,,,,,,,1,,,1
Hidalgo,,1,,,,,,,,,1
Guirnette Quiroz,,,1,,,,,,,,1
Grettel Suazo,,,,,,,,1,,,1
Gloria Vergara,,,,1,,,,,,,1
Gladys Esquivel,,,,,,,,1,,,1
Giuliana León,,,,,,1,,,,,1
Giccel Silva,,,,,,,,1,,,1
Gabriela Muñoz,,,1,,,,,,,,1
Gabriela Huertas,,,,,,,,1,,,1
Francisco Seura,,,,1,,,,,,,1
Francisca Vidal,,,,1,,,,,,,1
Francisca Toledo,,,,1,,,,,,,1
Francisca Donaire,,,,1,,,,,,,1
Francisca Arellano,,1,,,,,,,,,1
Florencia Schonfeeldt,,,,,,,,1,,,1
Florencia Acevedo,,,,,,,,,1,,1
Flavia Betancourt,1,,,,,,,,,,1
Flavia Betancour,,1,,,,,,,,,1
Fernanda Contreras,,,1,,,,,,,,1
Fabiola Arroyo,,1,,,,,,,,,1
Evelyn Orrego,,,,1,,,,,,,1
Evelin Araya,,,,1,,,,,,,1
Evangely Herrera,,,,,,,,1,,,1
Estephanía Castañeda,,,,,1,,,,,,1
Estefany Villalobos,,,,,,,,,1,,1
Estefany Pastén,,,1,,,,,,,,1
Estefany Osorio,,,,1,,,,,,,1
Estefanía Leiva,,1,,,,,,,,,1
Estefanía Castañeda,1,,,,,,,,,,1
Escarlet Fica,,,,,,,,,1,,1
Errazuriz,1,,,,,,,,,,1
Emma González,,,,,,,1,,,,1
Emilia Muñoz,,,,,,,,1,,,1
Edna Méndez,,,,1,,,,,,,1
Dina Barría,,1,,,,,,,,,1
Dina Barria,,,,,1,,,,,,1
Diana Quezada,,,,,,,,,1,,1
Denisse Ulloa,,,1,,,,,,,,1
Denise Orellana,,1,,,,,,,,,1
Daniela Vásquez,,,,1,,,,,,,1
Daniela Puentes,,,,,1,,,,,,1
Daniela Panguinao,,,1,,,,,,,,1
Daniela Ascencio,1,,,,,,,,,,1
Dania Espinoza,,,,,,,,1,,,1
Daisy Ceguerra,,,,,,,,1,,,1
Daiana Masselli,,,,,,,,1,,,1
Cruz,,1,,,,,,,,,1
Cristina Julio,,1,,,,,,,,,1
Crishna Trigo,,,,1,,,,,,,1
Consuelo Martínez,,,,,1,,,,,,1
Constanza Reyes,,,,1,,,,,,,1
Constanza Oliver,,,,,,,1,,,,1
Constanza Mizala,,,,1,,,,,,,1
Constanza Hidalgo,,,,,1,,,,,,1
Claudia Honores,,,,1,,,,,,,1
Claudia Aravena,,1,,,,,,,,,1
Clara Elgueta,,,,,,,,,1,,1
Cherry Agnes,,,,,,,,1,,,1
Catherine Monsalvez,,,,,,,,,1,,1
Catherine Justiniano,,1,,,,,,,,,1
Catalina Saavedra,,,,1,,,,,,,1
Catalina Martínez,,,,1,,,,,,,1
Catalina Martabid,,,,,,,,1,,,1
Catalina Marín,,,,,,,,,1,,1
Catalina Alarcón,,,,,,,,,1,,1
Carolina Lizana,,,,1,,,,,,,1
Carmen González,,,,1,,,,,,,1
Carla Vargas,,1,,,,,,,,,1
Carla Torres,,,,1,,,,,,,1
Carla Pavez,,,,1,,,,,,,1
Carla Negron,,1,,,,,,,,,1
Carla Fredes,,,,1,,,,,,,1
Camila Rojas,,,,,1,,,,,,1
Camila Ramos,,1,,,,,,,,,1
Camila Olivares,,,,,,,,1,,,1
Camila Lagos,,,1,,,,,,,,1
Camila Garay,,,,1,,,,,,,1
Camila Coloma,,,,1,,,,,,,1
Camila Cazor,,,,1,,,,,,,1
Camila Belmar,,,,,,,1,,,,1
Betsa Orellana,,,1,,,,,,,,1
Bárbara Koster,,,,,,,,1,,,1
Bárbara Flores,,,,1,,,,,,,1
Arlette Reineros,,,1,,,,,,,,1
Arantza Suazo,,,,,,,1,,,,1
Araceli Eugenin,,1,,,,,,,,,1
Antonia Dolz,,,,,,,,1,,,1
Annette Ormeño,,,,1,,,,,,,1
Angélica Pizarro,,,,1,,,,,,,1
Ángelica Gutiérrez,,,,1,,,,,,,1
Ángela Madariaga,,,,,,,,1,,,1
Anette Ormeño,,,,,,,1,,,,1
Andrea Cerda,,1,,,,,,,,,1
Andrea Catalán,,1,,,,,,,,,1
Ana Nuñez,1,,,,,,,,,,1
Amanda Manque,,,,,,,,,1,,1
Álvarez,,1,,,,,,,,,1
Aline Bello,,,,,,,,1,,,1
Alicia Álvarez,1,,,,,,,,,,1
Alexandra Cárdenas,,,,1,,,,,,,1
Alejandra Manzo,,,,,,,,1,,,1
Ailen Gallardo,1,,,,,,,,,,1
AG] Rangers ',,,,1,,,,,,,1
AG U. Católica,,,,1,,,,,,,1
AG U. Austral de Chile,,,,1,,,,,,,1
AG San Luis',,,,1,,,,,,,1
AG San Luis,,,,1,,,,,,,1
AG Magallanes,,,,1,,,,,,,1
AG Everton,,,,1,,,,,,,1
AG Boston College,,,,1,,,,,,,1
Abigail Cáceres,,,1,,,,,,,,1
,1,,,,,,,,,,1
Yocelyn Berrios,,0,,,,,,,,,0
Tina Lingsch,,,,,0,,,,,,0
Fernanda Muñoz,,,,,0,,,,,,0
Carla Contreras,,,,,0,,,,,,0
Suma total,401,464,348,1118,678,95,528,596,510,92,4830
